missing_total,count,ink_ratio_mean,ink_ratio_std,bbox_fill_mean,bbox_fill_std,edge_density_mean,edge_density_std,n_components_mean,n_components_std,psnr_mean,psnr_std,psnr_count,ssim_mean,ssim_std,ssim_count
0,143,0.13459404365166083,0.018888943928391327,0.6953765228911714,0.06346499559947712,0.13447922926682693,0.02271929551081093,5.083916083916084,2.0534688492003994,16.974823224843217,7.714514428707991,4,0.7702751709192726,0.1893678776776021,4
1,57,0.13236383806195176,0.017067076128148655,0.6875878049616229,0.05177915199194737,0.13346996641995615,0.0196735419547087,5.315789473684211,2.8479472123091965,nan,nan,0,nan,nan,0
