missing_total,count,ink_ratio_mean,ink_ratio_std,bbox_fill_mean,bbox_fill_std,edge_density_mean,edge_density_std,n_components_mean,n_components_std,psnr_mean,psnr_std,psnr_count,ssim_mean,ssim_std,ssim_count
0,7980,0.1456320932335722,0.026689829420140306,0.6701028312358044,0.08951521710205443,0.14702469675164473,0.028703527563543735,5.26077694235589,2.3087043308070854,19.830694543593516,6.592784143161605,78,0.8516364761781728,0.16426189271713768,78
1,3192,0.14329836661355538,0.025009545591545983,0.6631331479639039,0.08473434701807828,0.146627402245849,0.024753233795949077,5.43828320802005,2.1424696030501154,nan,nan,0,nan,nan,0
