step,value
1000,0.5133496522903442
2000,0.5361858606338501
3000,0.46026137471199036
4000,0.4771900177001953
5000,0.44518253207206726
6000,0.42638087272644043
7000,0.44203323125839233
8000,0.4653582274913788
9000,0.4359840154647827
10000,0.4327090382575989
11000,0.44736185669898987
12000,0.41134005784988403
13000,0.3806551396846771
14000,0.42958056926727295
15000,0.42149680852890015
16000,0.40566739439964294
17000,0.3770734667778015
18000,0.33999860286712646
19000,0.3961586654186249
20000,0.3853393793106079
21000,0.35990801453590393
22000,0.40730613470077515
23000,0.4086611270904541
24000,0.40878763794898987
25000,0.3628966808319092
26000,0.3607456684112549
27000,0.38559770584106445
28000,0.34067243337631226
29000,0.3850780129432678
30000,0.38378018140792847
31000,0.3862784504890442
32000,0.3807096779346466
33000,0.3465120494365692
34000,0.3479725122451782
35000,0.39557671546936035
36000,0.35191231966018677
37000,0.36391037702560425
38000,0.3277922570705414
39000,0.3355540633201599
40000,0.3169362545013428
41000,0.3218148350715637
42000,0.33862704038619995
43000,0.32933345437049866
44000,0.35637831687927246
45000,0.34003350138664246
46000,0.31439489126205444
47000,0.3558698296546936
48000,0.3567851185798645
49000,0.35038796067237854
50000,0.3360503315925598
51000,0.36267244815826416
52000,0.3570655286312103
53000,0.3422040343284607
54000,0.2905293107032776
55000,0.3173990249633789
56000,0.36136746406555176
57000,0.3354169726371765
58000,0.31323981285095215
59000,0.33470526337623596
60000,0.3609825670719147
61000,0.3441469073295593
62000,0.3205832242965698
63000,0.299800306558609
64000,0.3408749997615814
65000,0.31135135889053345
66000,0.32891273498535156
67000,0.29340434074401855
68000,0.332663357257843
69000,0.30095139145851135
70000,0.3358180522918701
71000,0.2980101704597473
72000,0.3322693705558777
73000,0.3337555527687073
74000,0.30718788504600525
75000,0.3194725215435028
76000,0.32024240493774414
77000,0.3228451907634735
78000,0.32281434535980225
79000,0.2612382471561432
80000,0.30730342864990234
81000,0.378007173538208
82000,0.34111589193344116
83000,0.32094767689704895
84000,0.31707343459129333
85000,0.3713136911392212
86000,0.34823811054229736
87000,0.2816924750804901
88000,0.27844178676605225
89000,0.3286057710647583
90000,0.3139611482620239
91000,0.28545647859573364
92000,0.2757125496864319
93000,0.3232320547103882
94000,0.2737581729888916
95000,0.3236064016819
96000,0.3030456602573395
97000,0.3298569619655609
98000,0.3506176471710205
99000,0.30989181995391846
100000,0.3006349802017212
101000,0.28873300552368164
102000,0.31009265780448914
103000,0.29481780529022217
104000,0.2659144401550293
