step,value
1000,0.00019999999494757503
2000,0.00019999999494757503
3000,0.00019999999494757503
4000,0.00019999999494757503
5000,0.00019999999494757503
6000,0.0001900000061141327
7000,0.0001900000061141327
8000,0.0001900000061141327
9000,0.0001900000061141327
10000,0.0001900000061141327
11000,0.00018050000653602183
12000,0.00018050000653602183
13000,0.00018050000653602183
14000,0.00018050000653602183
15000,0.00018050000653602183
16000,0.00017147499602288008
17000,0.00017147499602288008
18000,0.00017147499602288008
19000,0.00017147499602288008
20000,0.00017147499602288008
21000,0.0001629012549528852
22000,0.0001629012549528852
23000,0.0001629012549528852
24000,0.0001629012549528852
25000,0.0001629012549528852
26000,0.00015475618420168757
27000,0.00015475618420168757
28000,0.00015475618420168757
29000,0.00015475618420168757
30000,0.00015475618420168757
31000,0.00014701837790198624
32000,0.00014701837790198624
33000,0.00014701837790198624
34000,0.00014701837790198624
35000,0.00014701837790198624
36000,0.0001396674633724615
37000,0.0001396674633724615
38000,0.0001396674633724615
39000,0.0001396674633724615
40000,0.0001396674633724615
41000,0.00013268408656585962
42000,0.00013268408656585962
43000,0.00013268408656585962
44000,0.00013268408656585962
45000,0.00013268408656585962
46000,0.0001260498829651624
47000,0.0001260498829651624
48000,0.0001260498829651624
49000,0.0001260498829651624
50000,0.0001260498829651624
51000,0.0001197473902720958
52000,0.0001197473902720958
53000,0.0001197473902720958
54000,0.0001197473902720958
55000,0.0001197473902720958
56000,0.00011376001930329949
57000,0.00011376001930329949
58000,0.00011376001930329949
59000,0.00011376001930329949
60000,0.00011376001930329949
61000,0.00010807201761053875
62000,0.00010807201761053875
63000,0.00010807201761053875
64000,0.00010807201761053875
65000,0.00010807201761053875
66000,0.00010266841854900122
67000,0.00010266841854900122
68000,0.00010266841854900122
69000,0.00010266841854900122
70000,0.00010266841854900122
71000,9.753499762155116e-05
72000,9.753499762155116e-05
73000,9.753499762155116e-05
74000,9.753499762155116e-05
75000,9.753499762155116e-05
76000,9.265824337489903e-05
77000,9.265824337489903e-05
78000,9.265824337489903e-05
79000,9.265824337489903e-05
80000,9.265824337489903e-05
81000,8.802533557172865e-05
82000,8.802533557172865e-05
83000,8.802533557172865e-05
84000,8.802533557172865e-05
85000,8.802533557172865e-05
86000,8.362406515516341e-05
87000,8.362406515516341e-05
88000,8.362406515516341e-05
89000,8.362406515516341e-05
90000,8.362406515516341e-05
91000,7.944286335259676e-05
92000,7.944286335259676e-05
93000,7.944286335259676e-05
94000,7.944286335259676e-05
95000,7.944286335259676e-05
96000,7.547072164015844e-05
97000,7.547072164015844e-05
98000,7.547072164015844e-05
99000,7.547072164015844e-05
100000,7.547072164015844e-05
101000,7.169718446675688e-05
102000,7.169718446675688e-05
103000,7.169718446675688e-05
104000,7.169718446675688e-05
105000,7.169718446675688e-05
106000,6.811232742620632e-05
107000,6.811232742620632e-05
108000,6.811232742620632e-05
109000,6.811232742620632e-05
110000,6.811232742620632e-05
111000,6.470670632552356e-05
112000,6.470670632552356e-05
113000,6.470670632552356e-05
114000,6.470670632552356e-05
115000,6.470670632552356e-05
116000,6.147137173684314e-05
117000,6.147137173684314e-05
118000,6.147137173684314e-05
119000,6.147137173684314e-05
120000,6.147137173684314e-05
121000,5.839780351379886e-05
122000,5.839780351379886e-05
123000,5.839780351379886e-05
124000,5.839780351379886e-05
125000,5.839780351379886e-05
126000,5.547791442950256e-05
127000,5.547791442950256e-05
128000,5.547791442950256e-05
129000,5.547791442950256e-05
130000,5.547791442950256e-05
131000,5.270401743473485e-05
132000,5.270401743473485e-05
133000,5.270401743473485e-05
134000,5.270401743473485e-05
135000,5.270401743473485e-05
136000,5.006881838198751e-05
137000,5.006881838198751e-05
138000,5.006881838198751e-05
139000,5.006881838198751e-05
140000,5.006881838198751e-05
141000,4.7565376007696614e-05
142000,4.7565376007696614e-05
143000,4.7565376007696614e-05
144000,4.7565376007696614e-05
145000,4.7565376007696614e-05
146000,4.518710920820013e-05
147000,4.518710920820013e-05
148000,4.518710920820013e-05
149000,4.518710920820013e-05
150000,4.518710920820013e-05
151000,4.292775338399224e-05
152000,4.292775338399224e-05
153000,4.292775338399224e-05
154000,4.292775338399224e-05
155000,4.292775338399224e-05
156000,4.0781364077702165e-05
157000,4.0781364077702165e-05
158000,4.0781364077702165e-05
159000,4.0781364077702165e-05
160000,4.0781364077702165e-05
161000,3.8742295146221295e-05
162000,3.8742295146221295e-05
163000,3.8742295146221295e-05
164000,3.8742295146221295e-05
165000,3.8742295146221295e-05
166000,3.680518057080917e-05
167000,3.680518057080917e-05
168000,3.680518057080917e-05
169000,3.680518057080917e-05
170000,3.680518057080917e-05
171000,3.4964923543157056e-05
172000,3.4964923543157056e-05
173000,3.4964923543157056e-05
174000,3.4964923543157056e-05
175000,3.4964923543157056e-05
176000,3.3216678275493905e-05
177000,3.3216678275493905e-05
178000,3.3216678275493905e-05
179000,3.3216678275493905e-05
180000,3.3216678275493905e-05
181000,3.1555842724628747e-05
182000,3.1555842724628747e-05
183000,3.1555842724628747e-05
184000,3.1555842724628747e-05
185000,3.1555842724628747e-05
186000,2.997805131599307e-05
187000,2.997805131599307e-05
188000,2.997805131599307e-05
189000,2.997805131599307e-05
190000,2.997805131599307e-05
191000,2.8479147658799775e-05
192000,2.8479147658799775e-05
193000,2.8479147658799775e-05
194000,2.8479147658799775e-05
195000,2.8479147658799775e-05
196000,2.7055190003011376e-05
197000,2.7055190003011376e-05
198000,2.7055190003011376e-05
199000,2.7055190003011376e-05
200000,2.7055190003011376e-05
201000,2.5702431230456568e-05
202000,2.5702431230456568e-05
203000,2.5702431230456568e-05
204000,2.5702431230456568e-05
205000,2.5702431230456568e-05
206000,2.441730975988321e-05
207000,2.441730975988321e-05
208000,2.441730975988321e-05
209000,2.441730975988321e-05
210000,2.441730975988321e-05
211000,2.319644408999011e-05
212000,2.319644408999011e-05
213000,2.319644408999011e-05
214000,2.319644408999011e-05
215000,2.319644408999011e-05
216000,2.2036621885490604e-05
217000,2.2036621885490604e-05
218000,2.2036621885490604e-05
219000,2.2036621885490604e-05
220000,2.2036621885490604e-05
221000,2.0934790882165544e-05
222000,2.0934790882165544e-05
223000,2.0934790882165544e-05
224000,2.0934790882165544e-05
225000,2.0934790882165544e-05
226000,1.9888051610905677e-05
227000,1.9888051610905677e-05
228000,1.9888051610905677e-05
229000,1.9888051610905677e-05
230000,1.9888051610905677e-05
231000,1.8893648302764632e-05
232000,1.8893648302764632e-05
233000,1.8893648302764632e-05
234000,1.8893648302764632e-05
235000,1.8893648302764632e-05
236000,1.7948967069969513e-05
237000,1.7948967069969513e-05
238000,1.7948967069969513e-05
239000,1.7948967069969513e-05
240000,1.7948967069969513e-05
241000,1.7051517716026865e-05
242000,1.7051517716026865e-05
243000,1.7051517716026865e-05
244000,1.7051517716026865e-05
245000,1.7051517716026865e-05
246000,1.6198942830669694e-05
247000,1.6198942830669694e-05
248000,1.6198942830669694e-05
249000,1.6198942830669694e-05
250000,1.6198942830669694e-05
251000,1.538899596198462e-05
252000,1.538899596198462e-05
253000,1.538899596198462e-05
254000,1.538899596198462e-05
255000,1.538899596198462e-05
256000,1.4619545254390687e-05
257000,1.4619545254390687e-05
258000,1.4619545254390687e-05
259000,1.4619545254390687e-05
260000,1.4619545254390687e-05
261000,1.3888567991671152e-05
262000,1.3888567991671152e-05
263000,1.3888567991671152e-05
264000,1.3888567991671152e-05
265000,1.3888567991671152e-05
266000,1.3194139683037065e-05
267000,1.3194139683037065e-05
268000,1.3194139683037065e-05
269000,1.3194139683037065e-05
270000,1.3194139683037065e-05
271000,1.253443224413786e-05
272000,1.253443224413786e-05
273000,1.253443224413786e-05
274000,1.253443224413786e-05
275000,1.253443224413786e-05
276000,1.1907711268577259e-05
277000,1.1907711268577259e-05
278000,1.1907711268577259e-05
279000,1.1907711268577259e-05
280000,1.1907711268577259e-05
281000,1.131232511397684e-05
282000,1.131232511397684e-05
