step,value
5209,-0.2660088539123535
10419,0.025386082008481026
15629,0.04734236001968384
20839,0.04105355963110924
26049,0.039917003363370895
31259,0.07334236800670624
36469,0.16046863794326782
41679,0.36024463176727295
46889,0.5808799266815186
52099,0.7586798667907715
57309,0.9103217720985413
62519,1.045554757118225
67729,1.1625181436538696
72939,1.2582013607025146
78149,1.3600244522094727
83359,1.443413496017456
88569,1.5345544815063477
93779,1.6114529371261597
98989,1.676697850227356
104199,1.764500379562378
109409,1.82332444190979
114619,1.8840384483337402
119829,1.9590489864349365
125039,2.018388032913208
130249,2.0494062900543213
135459,2.1070592403411865
140669,2.1779122352600098
145879,2.2098193168640137
151089,2.2615041732788086
156299,2.34450626373291
161509,2.353424072265625
166719,2.400535821914673
171929,2.496250629425049
177139,2.50665283203125
182349,2.5475308895111084
187559,2.5936872959136963
192769,2.6434664726257324
197979,2.6692960262298584
203189,2.705828905105591
208399,2.732579469680786
213609,2.7816383838653564
218819,2.8280951976776123
224029,2.9025328159332275
229239,2.922342300415039
234449,2.9661078453063965
239659,3.023703098297119
244869,3.0768790245056152
250079,3.110856771469116
255289,3.114910840988159
260499,3.1538918018341064
265709,3.2319774627685547
270919,3.273115873336792
276129,3.293830156326294
281339,3.331076145172119
286549,3.3932483196258545
291759,3.391472339630127
296969,3.4856619834899902
302179,3.4534099102020264
307389,3.514462947845459
312599,3.519379138946533
317809,3.575209856033325
323019,3.648080825805664
328229,3.615165948867798
333439,3.702028512954712
338649,3.7256293296813965
343859,3.7206432819366455
349069,3.7924859523773193
354279,3.859004497528076
359489,3.9189634323120117
364699,3.9612655639648438
369909,3.9585790634155273
375119,4.025531768798828
380329,4.028014659881592
385539,4.021523475646973
390749,4.112677097320557
395959,4.121097087860107
401169,4.223358154296875
406379,4.201579570770264
411589,4.169182300567627
416799,4.293417453765869
422009,4.388176441192627
427219,4.351238250732422
432429,4.417538642883301
437639,4.434759140014648
442849,4.451275825500488
448059,4.46107292175293
453269,4.48101806640625
458479,4.529214382171631
463689,4.470032691955566
468899,4.553261756896973
474109,4.549272537231445
479319,4.564378261566162
484529,4.5472540855407715
489739,4.662067413330078
494949,4.669429302215576
500159,4.650032997131348
505369,4.663638114929199
510579,4.702894687652588
515789,4.685564994812012
520999,4.638526439666748
526209,4.682903289794922
531419,4.7743425369262695
536629,4.741959571838379
541839,4.70801305770874
547049,4.76824951171875
552259,4.764862537384033
557469,4.812893867492676
562679,4.800983905792236
567889,4.889376640319824
573099,4.950438976287842
578309,5.014543533325195
583519,5.016190052032471
588729,5.033616542816162
593939,5.013186931610107
599149,5.058900356292725
604359,4.958339214324951
609569,5.007640838623047
614779,4.969676494598389
619989,4.9804229736328125
625199,5.098220348358154
630409,5.077324867248535
635619,5.060506820678711
640829,5.093821048736572
646039,5.0667948722839355
651249,5.039968967437744
656459,5.124731540679932
661669,4.995718479156494
666879,5.080257892608643
672089,5.112053871154785
677299,5.081740379333496
682509,5.054804801940918
687719,5.234127044677734
692929,5.264547824859619
698139,5.277253150939941
703349,5.252079963684082
708559,5.229415416717529
713769,5.308143138885498
718979,5.255059719085693
724189,5.277194499969482
729399,5.302469253540039
734609,5.339968681335449
739819,5.3141584396362305
745029,5.297847747802734
750239,5.339003086090088
755449,5.332801818847656
760659,5.436009407043457
765869,5.400781154632568
771079,5.370419502258301
776289,5.375185012817383
781499,5.320438861846924
786709,5.411089897155762
791919,5.3913750648498535
797129,5.446961402893066
802339,5.391200542449951
807549,5.4114885330200195
812759,5.432837009429932
817969,5.543741703033447
823179,5.62477970123291
828389,5.5714263916015625
833599,5.515232086181641
838809,5.543194770812988
844019,5.65683650970459
849229,5.636624813079834
854439,5.73183012008667
859649,5.852656364440918
864859,5.935754299163818
870069,5.852399826049805
875279,5.883692741394043
880489,5.773543834686279
885699,5.985592365264893
890909,5.9492268562316895
896119,5.9200968742370605
901329,5.9704084396362305
906539,5.9491987228393555
911749,6.004693984985352
916959,5.946194648742676
922169,6.083472728729248
927379,6.117343425750732
932589,6.088799953460693
937799,6.1338419914245605
943009,6.116128921508789
948219,6.135506629943848
953429,6.179673194885254
958639,6.2778096199035645
963849,6.266136646270752
969059,6.271285057067871
974269,6.460697174072266
979479,6.330267906188965
984689,6.4632439613342285
989899,6.360393524169922
995109,6.424377918243408
1000319,6.526075839996338
1005529,6.513638019561768
1010739,6.656325817108154
1015949,6.504565238952637
1021159,6.620071887969971
1026369,6.648896217346191
1031579,6.590174674987793
1036789,6.6522417068481445
1041999,6.6596856117248535
1047209,6.646996974945068
1052419,6.698872089385986
1057629,6.695658206939697
1062839,6.836028575897217
1068049,6.892484188079834
1073259,6.922979354858398
1078469,6.914662837982178
1083679,6.932308197021484
1088889,7.020651340484619
1094099,7.02957010269165
1099309,7.130073070526123
1104519,6.991786003112793
1109729,7.114524841308594
1114939,7.1138596534729
1120149,7.149151802062988
1125359,7.209784507751465
1130569,7.176058769226074
1135779,7.274074554443359
1140989,7.228775978088379
1146199,7.273901462554932
1151409,7.430419445037842
1156619,7.4342360496521
1161829,7.478450298309326
1167039,7.3941755294799805
1172249,7.436071872711182
1177459,7.432623863220215
1182669,7.419767379760742
1187879,7.3999834060668945
1193089,7.46306848526001
1198299,7.560091972351074
1203509,7.713305473327637
1208719,7.615816593170166
1213929,7.667333602905273
1219139,7.792611122131348
1224349,7.853272914886475
1229559,7.738757133483887
1234769,7.9447808265686035
1239979,7.827808856964111
1245189,7.901150703430176
1250399,7.972808361053467
1255609,7.9432172775268555
1260819,7.963422775268555
1266029,7.936276912689209
1271239,7.999266147613525
1276449,7.943137168884277
1281659,8.057744979858398
1286869,8.057657241821289
1292079,7.973513126373291
1297289,8.047760009765625
1302499,8.083744049072266
1307709,8.11340045928955
1312919,8.142533302307129
1318129,8.123085975646973
1323339,8.290417671203613
1328549,8.159668922424316
1333759,8.406978607177734
1338969,8.30881404876709
1344179,8.213310241699219
1349389,8.182967185974121
1354599,8.371979713439941
1359809,8.32811164855957
1365019,8.55245590209961
1370229,8.384406089782715
1375439,8.337035179138184
1380649,8.482985496520996
1385859,8.433918952941895
1391069,8.404927253723145
1396279,8.487744331359863
1401489,8.637587547302246
1406699,8.604292869567871
1411909,8.759881973266602
1417119,8.707818984985352
1422329,8.707318305969238
1427539,8.708025932312012
1432749,8.759255409240723
1437959,8.84608268737793
1443169,8.9056396484375
1448379,8.924288749694824
1453589,9.040068626403809
1458799,8.855359077453613
1464009,8.996076583862305
1469219,9.01060962677002
1474429,8.883992195129395
1479639,9.045350074768066
1484849,8.893143653869629
1490059,9.118478775024414
1495269,9.02336311340332
1500479,9.100401878356934
1505689,9.160244941711426
1510899,9.134379386901855
1516109,9.123727798461914
1521319,9.144410133361816
1526529,9.103853225708008
1531739,9.041573524475098
1536949,9.358641624450684
1542159,9.195664405822754
1547369,9.335463523864746
1552579,9.158538818359375
1557789,9.424522399902344
1562999,9.309755325317383
1568209,9.358170509338379
1573419,9.394356727600098
1578629,9.33536434173584
1583839,9.346795082092285
1589049,9.42672348022461
1594259,9.551539421081543
1599469,9.724781036376953
1604679,9.902770042419434
1609889,9.593133926391602
1615099,9.57172679901123
1620309,9.46876049041748
1625519,9.562589645385742
1630729,9.65461540222168
1635939,9.811188697814941
1641149,9.687302589416504
1646359,9.797640800476074
1651569,9.738295555114746
1656779,9.697067260742188
1661989,9.836984634399414
1667199,9.82194709777832
1672409,9.771328926086426
1677619,9.77086353302002
1682829,9.80767822265625
1688039,9.880655288696289
1693249,9.935359001159668
1698459,9.975035667419434
1703669,10.144343376159668
1708879,10.10015869140625
1714089,9.919068336486816
1719299,10.127359390258789
1724509,10.049165725708008
1729719,9.932304382324219
1734929,10.074647903442383
1740139,9.980393409729004
1745349,10.304801940917969
1750559,10.075020790100098
1755769,10.071747779846191
1760979,9.93715763092041
1766189,10.051993370056152
1771399,10.060920715332031
1776609,10.168103218078613
1781819,10.27923583984375
1787029,10.129806518554688
1792239,10.251565933227539
1797449,10.413838386535645
1802659,10.36767292022705
1807869,10.211280822753906
1813079,10.472084045410156
1818289,10.293403625488281
1823499,10.3820219039917
1828709,10.497441291809082
1833919,10.49179458618164
1839129,10.339889526367188
1844339,10.472082138061523
1849549,10.464688301086426
1854759,10.3621187210083
1859969,10.417969703674316
1865179,10.28516674041748
1870389,10.315940856933594
1875599,10.510986328125
1880809,10.475791931152344
1886019,10.606473922729492
1891229,10.516631126403809
1896439,10.379181861877441
1901649,10.528681755065918
1906859,10.607333183288574
1912069,10.523687362670898
1917279,10.71662712097168
1922489,10.721510887145996
1927699,10.532371520996094
1932909,10.428662300109863
1938119,10.46473503112793
1943329,10.577744483947754
1948539,10.40506362915039
1953749,10.842558860778809
1958959,10.554159164428711
1964169,10.715621948242188
1969379,10.70754623413086
1974589,10.576004981994629
1979799,10.484733581542969
1985009,10.617378234863281
1990219,10.768452644348145
1995429,10.586249351501465
2000639,10.616838455200195
2005849,10.72774600982666
2011059,10.817791938781738
2016269,10.805769920349121
2021479,10.824684143066406
2026689,10.727925300598145
2031899,10.764947891235352
2037109,10.864072799682617
2042319,10.76683521270752
2047529,10.869860649108887
2052739,10.883867263793945
2057949,10.862848281860352
2063159,11.069599151611328
2068369,10.686333656311035
2073579,10.748290061950684
2078789,10.612940788269043
2083999,10.749855041503906
2089209,10.834575653076172
2094419,10.815186500549316
2099629,10.711891174316406
2104839,10.934796333312988
2110049,10.761125564575195
2115259,10.751239776611328
2120469,10.89334487915039
2125679,10.658149719238281
2130889,10.900425910949707
2136099,10.844298362731934
2141309,10.953763961791992
2146519,10.752561569213867
2151729,10.853422164916992
2156939,11.026946067810059
2162149,11.084975242614746
2167359,11.173005104064941
2172569,11.180826187133789
2177779,11.019479751586914
2182989,11.243387222290039
2188199,11.245917320251465
2193409,11.248261451721191
2198619,11.566027641296387
2203829,11.475663185119629
2209039,11.525481224060059
2214249,11.413538932800293
2219459,11.21127700805664
2224669,11.594740867614746
2229879,11.39028549194336
