group,count,ink_ratio_mean,ink_ratio_std,ink_ratio_count,bbox_fill_mean,bbox_fill_std,bbox_fill_count,edge_density_mean,edge_density_std,edge_density_count,psnr_mean,psnr_std,psnr_count,ssim_mean,ssim_std,ssim_count
0,399,0.10656937142661341,0.02237426484755192,399,0.5247770610608553,0.10605883959331099,399,0.10383625078320802,0.022101334448493232,399,20.732025868213597,7.389793858161845,10,0.8645141026640308,0.15161193364467224,10
1,10773,0.14638738615382496,0.025278026259442588,10773,0.6734201758283875,0.0828703101886767,10773,0.14850655193394366,0.02650499134922292,10773,19.69814581938468,6.456694425793374,68,0.8497427075773115,0.1659566573378201,68
