group,count,ink_ratio_mean,ink_ratio_std,ink_ratio_count,bbox_fill_mean,bbox_fill_std,bbox_fill_count,edge_density_mean,edge_density_std,edge_density_count,psnr_mean,psnr_std,psnr_count,ssim_mean,ssim_std,ssim_count
horizontal_jong,192,0.1351922353108724,0.017480709419670826,192,0.6932586034138998,0.05905321294880963,192,0.13549931844075522,0.021231584649702283,192,14.085976181749379,6.780110240555851,3,0.7047290977382193,0.17500982817259647,3
horizontal_noJong,8,0.10434722900390625,0.015206665658732993,8,0.6907119750976562,0.08779395369962716,8,0.10280609130859375,0.012023497346322605,8,25.641364354124732,0.0,1,0.9669133904624323,0.0,1
